,ecom,pil,pycharm,natasha,scrum,nosql,sdk,nltk,jupyterhub,microsoft azureml,cython,deep learning,git dvcs,marketing,tensorflow,etl,html5,hbase,rabbitmq,apache flink,presto,mvp,databricks,salesforce,testcomplete,json,redis,gitlab ci,impala,xgboost,sas,python,seaborn,azure,spring,notion,statistics,apache airflow,orm,matplotlib,a1,kubernetes,ms powerpoint,cryptosystems,cucumber,apache,teambuilding,linear regressions,qa,mathematical programming,elk,nginx,snowflake,sashadoop,bokeh,tornado,data engineering,css,mvc,scipy,agile project management,data warehouse,docker,ocr,luigi,http,java api,ms project,kotlin,apache spark,device setup and firmware,producing a presentation,unity,typescript,kafka streams,computer science,perl,рсубд,defi,java core,gensim,fastapi,numpy,celery,psr,pycaret,data analysis,r,scikit-learn,datalens,vpn,gboost,influxdb,json api,prometheus,bitbucket,api+scala,ruby,bash,rdbms,postgresql,github,"aws (s3, iam, glue)",opensearch,tableau,b1,apache hadoop,ssrs,atlassian confluence,fasttext,data mining,kubeflow,research and development,git,numba,clean architecture,b2,biostatistics,apache maven,bigquery,openshift,ms excel,cassandra,metabase,unet,"spring, batch",xpath,neural networks,business intelligence systems,cv,xml,solid principles,digital marketing,bpmn,ms sql,dataflow,autoencoders,data vault,business development,catboost,sota,jupyter notebook,pytorch,pyramid,aiohttp,youtrack,resnet,pymorphy2,word2vec,unity3d,elasticsearch,openvino,excel,nft,oracle bi,mind map,databases,asyncio,hdfs,mathematical analysis,ansible,atlassian jira,mysql,apache kafka,lucene,power bi,ssas,apache-spark,django orm,adobe photoshop,analytical skills,data lake,mathematical statistics,crm,data collection and analysis,solid,html,redshift,ggplot,xsd,vertica,gpu,jira,javascript,logistic,aws,selenium ide,backend,mpp,pivot,development of technical specifications,regression testing,dvc,django,clickhouse,php5,artifactory,data studio,spark,lightgbm,pytest,scikit-image,teamcity,transformers,golang,greenplum,sklearn,pandas,reporting,c++,microsoft bi,t-sql,ms sql server,bi,mvvm,1с: предприятие,uml,hibernate orm,spring boot,soap,jenkins,php,data engineer,go,qlikview,solr,dwh,microsoft,ms visio,caffe,rest,teradata,spacy,api,php7,groovy,grafana,devtools,room,consul,eda,node.js,sqoop,cnn,play framework,sqlalchemy,podman,angular,google cloud,algorithms and data structures,yii2,sql api+scala,c#,hive,mathematical modeling,rxjava,"traffic:dmp,ssp,dsp",s3,drf,plotly,figma,ooad,ner,google analytics,ssis,ml,linux,dl,"lightgbm, seaborn, scipy",sql server,nlp,phoenix,hibernate,test case,microsoft excel,decision trees,business planning,onnx,keras,oracle,oop,time management,iso,devops,gitlinux,sql,ec2,c1,oracle database,elt,voip,udpipe,bioinformatics,amr,opencv,nifi,superset,mobilenet,power query,azkaban,net core,confluence,java,postman,web,data quality,joomla cms,svm,rnn,scala,asynchronous programming,flask,big data,olap,mlflow,computer vision,mongodb,oracle exadata,data science,ssh,spark streaming,gitlab
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
